Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Billy McKinney,183,72,Northwestern University,1955,9,83,10,23,2,2,0,0,10,23,1,4,5,13,3,0,2,9,22
Billy Owens,203,99,Syracuse University,1969,724,20906,3346,7000,1418,2257,98,334,3248,6666,1691,3037,4728,2005,651,380,1559,2119,8208
Billy Paultz,211,106,St. John's University,1948,62,370,32,87,18,28,0,0,32,87,24,72,96,16,6,11,30,51,82
Billy Thomas,193,94,University of Kansas,1975,64,571,55,168,13,15,35,118,20,50,12,42,54,26,26,2,23,56,158
Billy Thompson,201,88,University of Louisville,1963,300,6697,1074,2128,416,617,2,13,1072,2115,670,945,1615,514,158,272,529,817,2566
Bimbo Coles,185,81,Virginia Polytechnic Institute and State Unive...,1968,968,23625,2923,6936,1481,1829,347,1229,2576,5707,529,1610,2139,3807,846,155,1466,2137,7674
Bismack Biyombo,206,115,NaN,1992,447,9557,809,1581,558,1009,0,1,809,1580,910,2035,2945,189,117,667,411,1031,2176
Bison Dele,206,106,University of Arizona,1969,413,10004,1847,3499,840,1215,2,14,1845,3485,853,1711,2564,440,320,355,822,1297,4536
Blair Rasmussen,213,113,University of Oregon,1962,532,11409,2248,4767,614,801,9,35,2239,4732,913,2093,3006,467,210,484,460,1623,5119
Blake Ahearn,188,86,Missouri State University,1984,19,226,21,77,32,33,14,47,7,30,1,21,22,22,7,0,22,27,88
Blake Griffin,208,113,University of Oklahoma,1989,471,16567,3906,7547,2225,3305,80,268,3826,7279,1154,3269,4423,1954,455,269,1159,1412,10117
Blue Edwards,193,90,East Carolina University,1965,771,19521,3202,6755,1314,1680,326,983,2876,5772,748,1758,2506,1486,771,313,1268,2066,8044
Bo Kimble,193,86,Loyola Marymount University,1966,105,1336,217,562,115,158,25,86,192,476,58,104,162,98,41,14,98,205,574
Bo Outlaw,203,95,University of Houston,1971,997,22668,2171,3833,1000,1939,4,40,2167,3793,1832,2969,4801,1568,925,1285,1152,2369,5346
Bob Hansen,198,86,University of Iowa,1961,588,11494,1656,3545,493,754,172,530,1484,3015,412,899,1311,972,371,49,555,1271,3977
Bob Martin,213,113,University of Minnesota,1969,54,549,41,93,31,51,0,0,41,93,38,81,119,18,8,34,29,108,113
Bob McAdoo*,206,95,University of North Carolina,1951,95,1863,400,797,184,243,0,1,400,796,104,294,398,102,28,71,144,234,984
Bob McCann,198,110,Morehead State University,1964,178,2385,296,618,146,253,1,5,295,613,154,314,468,104,80,79,134,349,739
Bob Sura,196,90,Florida State University,1973,737,17260,2120,5113,1566,2250,444,1382,1676,3731,686,1880,2566,2707,703,156,1336,1635,6250
Bob Thornton,208,102,"University of California, Irvine",1962,331,3979,385,850,236,417,2,11,383,839,313,511,824,114,85,38,245,681,1008
Boban Marjanovic,221,131,NaN,1988,89,801,177,306,134,172,0,0,177,306,119,205,324,30,18,35,39,79,488
Bobby Brown,193,92,Miami University,1923,251,3023,481,1254,96,118,156,491,325,763,46,140,186,424,73,8,223,279,1214
Bobby Cattage,206,113,Auburn University,1958,29,185,28,83,35,44,1,5,27,78,15,19,34,4,6,0,13,23,92
Bobby Hurley,183,74,Duke University,1971,330,5045,454,1261,305,396,69,257,385,1004,65,284,349,1057,143,7,471,439,1282
Bobby Jackson,185,83,University of Minnesota,1973,827,18179,2959,7107,1209,1525,770,2173,2189,4934,656,1872,2528,2084,749,73,1073,1468,7897
Bobby Jones,206,95,University of North Carolina,1951,288,4550,559,1096,403,504,37,120,522,976,234,473,707,353,173,107,282,571,1558
Bobby Phills,196,95,Southern University and A&M College,1969,467,13426,1957,4416,897,1215,342,878,1615,3538,411,1058,1469,1246,592,139,711,1106,5153
Bobby Portis,211,104,University of Arkansas,1995,126,2102,369,811,87,125,48,148,321,663,198,435,633,87,41,33,91,194,873
Bobby Simmons,201,95,DePaul University,1980,466,11513,1551,3552,709,862,378,955,1173,2597,559,1232,1791,710,396,83,522,1153,4189
Bojan Bogdanovic,198,92,NaN,1992,319,8135,1337,3015,631,724,508,1378,829,1637,160,862,1022,389,131,28,453,515,3813
Boniface N'Dong,213,89,NaN,1977,23,152,22,53,6,9,0,1,22,52,15,22,37,7,2,5,6,23,50
Bonzi Wells,196,95,Ball State University,1976,736,18567,3429,7530,1580,2270,257,802,3172,6728,962,2366,3328,1485,935,243,1479,1880,8695
Boris Diaw,203,113,NaN,1982,1202,32946,4409,8946,1177,1652,581,1693,3828,7253,1446,3900,5346,4222,743,588,2224,2596,10576
Bostjan Nachbar,206,100,NaN,1980,424,7471,959,2401,566,721,419,1134,540,1267,158,920,1078,384,180,105,377,946,2903
Bracey Wright,211,102,"University of California, Los Angeles",1962,26,325,45,111,27,34,12,37,33,74,10,29,39,20,10,1,14,14,129
Brad Daugherty,213,111,University of North Carolina,1965,548,20029,3823,7189,2741,3670,2,14,3821,7175,1207,4020,5227,2028,422,397,1511,1466,10389
Brad Davis,190,81,University of Maryland,1955,585,12114,1543,3170,872,1041,235,693,1308,2477,153,754,907,2504,413,100,720,1272,4193
Brad Lohaus,211,104,University of Iowa,1964,868,14133,2128,4831,538,727,491,1356,1637,3475,672,1915,2587,992,405,664,761,1742,5285
Brad Miller,211,110,Purdue University,1976,1014,28900,4104,8521,3152,3928,227,673,3877,7848,2110,5255,7365,2856,767,669,1612,2850,11587
Brad Sellers,213,95,Ohio State University,1962,457,7854,1129,2522,509,642,6,35,1123,2487,467,686,1153,468,154,268,381,752,2773
Brad Wright,211,102,"University of California, Los Angeles",1962,16,145,21,51,12,28,0,1,21,50,25,29,54,1,3,6,15,23,54
Bradley Beal,196,93,University of Florida,1993,324,10774,2122,4808,821,1032,663,1661,1459,3147,248,904,1152,1003,334,97,610,688,5728
Brandan Wright,211,102,"University of California, Los Angeles",1962,512,8396,1505,2473,512,754,0,15,1505,2458,712,1163,1875,239,246,510,242,678,3522
Branden Dawson,198,102,Michigan State University,1993,6,29,2,5,1,1,0,0,2,5,2,2,4,0,0,1,0,2,5
Brandin Knight,178,78,Stanford University,1975,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Brandon Armstrong,196,85,Pepperdine University,1980,108,699,101,287,12,20,25,75,76,212,22,41,63,24,22,4,37,83,239
Brandon Bass,203,113,Louisiana State University,1985,758,16410,2558,5125,1447,1740,12,58,2546,5067,1139,2309,3448,608,295,479,718,1375,6575
Brandon Davies,208,108,Brigham Young University,1991,105,1421,164,402,82,127,18,78,146,324,114,161,275,88,60,22,93,210,428
Brandon Hunter,201,117,Ohio University,1980,67,630,90,189,40,82,0,3,90,186,75,112,187,22,17,8,44,82,220
Brandon Ingram,206,86,Duke University,1997,79,2279,276,686,133,214,55,187,221,499,60,257,317,166,50,36,116,158,740
Brandon Jennings,185,77,NaN,1989,670,19309,3027,7866,1548,1963,1035,3022,1992,4844,369,1551,1920,3672,772,107,1370,1158,8637
Brandon Knight,178,78,Stanford University,1975,445,13974,2467,5935,1206,1468,750,2073,1717,3862,250,1271,1521,1959,444,80,1208,896,6890
Brandon Roy,198,97,University of Washington,1984,326,11561,2224,4849,1366,1707,322,925,1902,3924,347,1041,1388,1517,335,76,595,630,6136
Brandon Rush,198,99,University of Kansas,1985,481,10564,1220,2861,288,408,522,1300,698,1561,187,1226,1413,468,222,262,400,620,3250
Brandon Williams,198,97,Davidson College,1975,18,163,17,57,4,8,3,10,14,47,7,11,18,3,8,3,12,22,41
Brendan Haywood,213,121,University of North Carolina,1979,893,21035,2386,4490,1470,2491,0,5,2386,4485,2359,3231,5590,485,346,1267,950,2252,6242
Brent Barry,198,83,Oregon State University,1971,970,25243,3109,6807,1416,1715,1485,3671,1624,3136,479,2472,2951,3045,1019,280,1393,1872,9119
Brent Price,185,74,University of Oklahoma,1968,418,7007,818,1918,482,585,363,938,455,980,175,509,684,1236,313,16,626,759,2481
Brent Scott,208,113,Rice University,1971,16,55,8,17,3,6,0,0,8,17,3,6,9,3,1,1,4,14,19
Brett Szabo,211,104,Augustana College (SD),1968,70,662,54,121,45,61,0,1,54,120,56,109,165,17,16,32,41,119,153
Brevin Knight,178,78,Stanford University,1975,838,20670,2263,5514,1391,1763,19,137,2244,5377,319,1746,2065,4996,1414,92,1530,2118,5936
Brian Cardinal,203,111,Purdue University,1977,456,6477,664,1628,537,624,243,653,421,975,286,764,1050,465,295,69,330,890,2108
Brian Cook,206,106,University of Illinois at Urbana-Champaign,1980,534,6725,1062,2491,253,318,328,881,734,1610,353,966,1319,294,157,154,315,956,2705
Brian Davis,190,81,University of Maryland,1955,68,374,40,126,50,68,1,3,39,123,21,34,55,22,16,4,19,34,131
Brian Evans,203,99,Indiana University,1973,190,2135,280,734,100,122,70,208,210,526,111,209,320,147,69,34,82,224,730
Brian Grant,206,115,Xavier University,1972,756,21417,3103,6332,1721,2306,6,28,3097,6304,1834,3788,5622,923,455,561,1235,2409,7933
Brian Howard,198,92,North Carolina State University,1967,95,1613,237,518,94,125,2,9,235,509,83,180,263,81,66,42,83,272,570
Brian Martin,206,96,University of Kansas,1962,16,42,6,14,0,4,0,0,6,14,2,6,8,0,0,2,4,14,12
Brian Oliver,193,95,Georgia Institute of Technology,1968,118,1182,155,400,74,105,5,22,150,378,31,92,123,114,45,6,78,121,389
Brian Quinnett,203,106,Washington State University,1966,177,1856,244,609,60,91,41,127,203,482,106,169,275,88,57,33,88,191,589
Brian Roberts,185,78,University of Dayton,1985,365,5677,827,1996,378,417,232,652,595,1344,64,399,463,775,142,21,295,403,2264
Brian Rowsom,206,99,University of North Carolina at Wilmington,1965,82,1092,158,347,139,170,2,3,156,344,101,172,273,47,29,23,44,130,457
Brian Scalabrine,206,109,University of Southern California,1978,520,6772,590,1512,234,299,180,523,410,989,275,759,1034,436,157,121,341,819,1594
Brian Shaw,198,86,"University of California, Santa Barbara",1966,1065,24619,2952,7378,1046,1342,464,1534,2488,5844,860,2742,3602,4429,853,291,1862,2212,7414
Brian Skinner,206,115,Baylor University,1976,722,12795,1380,2784,538,984,2,7,1378,2777,1102,2247,3349,361,312,624,604,1491,3300
Briante Weber,188,74,Virginia Commonwealth University,1992,54,748,78,198,28,40,2,30,76,168,32,70,102,84,42,8,34,56,186
Brice Johnson,208,95,University of Utah,1979,3,9,2,7,0,0,0,0,2,7,1,2,3,1,2,1,1,0,4
Britton Johnsen,208,95,University of Utah,1979,26,377,23,81,7,16,1,16,22,65,20,35,55,16,8,1,17,38,54
Brook Lopez,213,124,Stanford University,1988,562,18118,4044,7998,2219,2795,137,418,3907,7580,1486,2519,4005,867,328,972,1155,1573,10444
Brook Steppe,196,88,Georgia Institute of Technology,1959,115,1395,211,455,192,229,8,19,203,436,59,91,150,133,45,8,110,149,622
Brooks Thompson,193,87,Oklahoma State University,1970,265,2936,463,1141,83,131,255,670,208,471,49,220,269,488,152,8,257,377,1264
Bruce Bowen,201,83,"California State University, Fullerton",1971,942,24930,2017,4955,607,1056,845,2140,1172,2815,496,2028,2524,1123,735,351,665,2048,5486
Bruce Douglas,190,88,University of Illinois at Urbana-Champaign,1964,8,98,7,24,0,4,0,1,7,23,5,9,14,17,9,0,9,9,14
Bruno Caboclo,206,98,NaN,1995,23,106,11,40,0,0,5,16,6,24,7,7,14,5,4,3,10,9,27
Bruno Sundov,218,99,NaN,1980,107,557,83,232,13,25,5,24,78,208,34,83,117,19,15,14,33,115,184
Bryan Warrick,196,88,Saint Joseph's University,1959,130,2083,255,537,152,193,7,28,248,509,30,166,196,383,77,10,176,243,669
Bryant Reeves,213,124,Oklahoma State University,1973,395,12071,1999,4208,945,1345,2,27,1997,4181,856,1889,2745,623,200,302,744,1365,4945
Bryant Stith,196,94,University of Virginia,1970,586,16417,2021,4767,1598,1900,306,931,1715,3836,605,1378,1983,1178,594,130,776,1092,5946
Bryce Cotton,185,74,Providence College,1992,31,237,37,89,15,18,7,26,30,63,3,15,18,21,10,0,22,10,96
Bryce Dejean-Jones,198,94,Iowa State University,1992,14,279,28,69,11,21,12,32,16,37,8,40,48,15,10,2,11,17,79
Bryce Drew,188,83,Valparaiso University,1974,243,3970,419,1096,93,112,150,404,269,692,56,239,295,524,123,10,209,291,1081
Bryn Forbes,190,86,Michigan State University,1993,36,285,36,99,5,6,17,53,19,46,2,21,23,23,1,0,11,20,94
Bryon Russell,201,102,"California State University, Long Beach",1970,841,19805,2274,5272,1430,1906,685,1856,1589,3416,752,2162,2914,1085,874,203,835,1984,6663
Bubba Wells,196,104,Austin Peay State University,1974,39,395,48,116,31,43,1,6,47,110,22,46,68,34,15,4,31,40,128
Buck Johnson,201,86,University of Alabama,1964,505,11849,1922,3942,766,1038,7,62,1915,3880,623,1137,1760,856,404,252,664,1403,4617
Buck Williams,203,97,University of Maryland,1960,1062,33675,4860,8942,3121,4570,5,21,4855,8921,3459,6526,9985,1284,824,781,2066,3414,12846
Buddy Hield,193,97,University of Oklahoma,1993,164,3776,654,1536,128,152,296,758,358,778,70,468,538,242,76,18,202,230,1732
Butch Carter,196,81,Indiana University,1958,87,1413,228,524,121,148,11,45,217,479,40,63,103,175,59,5,123,179,588
Butch Graves,190,90,Yale University,1962,4,11,2,6,1,5,0,1,2,5,0,2,2,1,1,0,1,4,5
Byron Dinkins,185,77,University of North Carolina at Charlotte,1967,57,660,72,177,42,48,1,9,71,168,13,51,64,113,23,2,63,60,187
Byron Houston,196,113,Oklahoma State University,1969,214,2674,307,673,211,312,10,39,297,634,237,411,648,114,103,86,173,543,835
Byron Irvin,196,86,University of Missouri,1966,87,849,165,350,114,158,7,20,158,330,56,67,123,73,44,3,59,77,451
Byron Mullens,213,124,Ohio State University,1989,234,3860,630,1531,183,265,144,437,486,1094,224,658,882,167,89,109,214,399,1587
Byron Scott,190,88,Arizona State University,1961,999,28515,5584,11578,2374,2846,767,2059,4817,9519,627,2196,2823,2552,1143,257,1481,1877,14309
C.J. McCollum,190,86,NaN,1991,260,7025,1566,3415,529,627,467,1131,1099,2284,128,561,689,717,226,75,451,523,4128
C.J. Miles,185,79,NaN,1983,715,14928,2525,6047,948,1175,1008,2795,1517,3252,328,1424,1752,811,528,214,651,1564,7006
C.J. Watson,211,117,NaN,1984,600,12093,1516,3617,841,1036,471,1263,1045,2354,218,938,1156,1485,559,67,650,894,4344
C.J. Wilcox,203,90,NaN,1995,66,376,50,135,13,16,19,57,31,78,6,25,31,30,15,4,18,30,132
Cal Bowdler,208,111,Old Dominion University,1977,142,1383,163,403,96,125,2,11,161,392,90,182,272,29,42,45,43,155,424
Calbert Cheaney,201,94,Indiana University,1971,825,22007,3366,7227,890,1288,204,684,3162,6543,732,1878,2610,1398,659,198,994,2074,7826
Caldwell Jones,211,98,Albany State University,1950,423,7842,562,1183,421,542,1,21,561,1162,537,1422,1959,332,146,380,442,1159,1546
Calvin Booth,211,104,Pennsylvania State University,1976,480,5917,646,1417,329,444,2,10,644,1407,427,947,1374,201,146,499,250,912,1623
Calvin Natt,198,99,University of Louisiana at Monroe,1957,237,6087,1374,2666,912,1166,2,12,1372,2654,437,901,1338,496,164,55,416,448,3662
Cameron Bairstow,206,113,University of New Mexico,1990,36,167,16,54,11,13,1,5,15,49,10,26,36,7,4,4,7,27,44
Cameron Payne,190,83,Murray State University,1994,119,1622,242,664,29,40,90,283,152,381,15,166,181,218,64,16,102,184,603
Campy Russell,196,98,University of Michigan,1944,3,24,2,7,2,3,0,1,2,6,0,5,5,3,0,0,5,3,6
Carey Scurry,201,85,Long Island University,1962,213,2831,375,784,226,338,11,40,364,744,254,354,608,242,231,166,238,457,987
Caris LeVert,201,92,University of Michigan,1994,57,1237,171,380,67,93,59,184,112,196,23,165,188,110,49,8,59,91,468
Carl Henry,198,92,University of Kansas,1960,28,149,31,67,12,17,4,10,27,57,8,11,19,4,5,0,9,11,78
Carl Herrera,206,97,University of Houston,1966,493,8349,1069,2259,406,635,2,15,1067,2244,602,1150,1752,265,249,211,463,976,2546
Carl Landry,206,112,Purdue University,1983,669,16001,2930,5516,1917,2447,10,37,2920,5479,1347,2001,3348,484,311,298,848,1638,7787
Carl Thomas,193,79,Eastern Michigan University,1969,106,960,126,316,34,53,43,132,83,184,23,84,107,47,45,15,43,88,329
Carldell Johnson,178,81,University of Alabama at Birmingham,1983,15,119,11,35,1,3,4,15,7,20,1,8,9,22,8,0,7,11,27
Carlos Arroyo,188,91,Florida International University,1979,817,14849,1935,4460,1048,1307,183,526,1752,3934,301,1041,1342,2468,404,36,953,1237,5101
Carlos Boozer,206,117,Duke University,1981,861,26901,5847,11221,2281,3158,1,14,5846,11207,2037,6155,8192,1928,765,346,1824,2612,13976
Carlos Clark,193,95,University of Mississippi,1960,62,562,64,152,41,53,0,5,64,147,29,40,69,48,35,2,42,66,169
Carlos Delfino,198,104,NaN,1982,507,11580,1472,3669,493,650,678,1856,794,1813,287,1528,1815,887,461,88,509,827,4115
Carlos Rogers,211,99,Tennessee State University,1971,319,6030,935,1749,406,722,32,126,903,1623,538,801,1339,200,138,243,311,550,2308
Carlton McKinney,193,86,Southern Methodist University,1964,9,113,10,41,2,4,0,1,10,40,4,9,13,7,6,1,7,16,22
Carmelo Anthony,203,108,Syracuse University,1984,1053,38085,9300,20575,6259,7680,1267,3638,8033,16937,1860,5132,6992,3278,1098,517,2931,3057,26126
Caron Butler,201,103,University of Connecticut,1980,1011,32535,5259,12183,2819,3332,886,2538,4373,9645,1228,3849,5077,2245,1326,257,1814,2442,14223
Carrick Felix,198,91,Arizona State University,1990,7,38,7,14,3,4,2,5,5,9,1,5,6,4,0,0,4,4,19
Cartier Martin,201,99,Kansas State University,1984,320,4611,591,1498,223,302,294,786,297,712,126,515,641,170,135,35,181,436,1699
Casey Jacobsen,198,97,Stanford University,1981,371,7118,641,1618,478,617,275,771,366,847,153,530,683,417,154,32,281,476,2035
Casey Shaw,211,117,University of Toledo,1975,9,14,1,8,0,0,0,0,1,8,3,0,3,0,0,0,2,2,2
Casper Ware,178,79,"California State University, Long Beach",1990,9,116,18,42,5,6,7,21,11,21,0,9,9,10,8,0,5,11,48
Cedric Ball,203,95,University of North Carolina at Charlotte,1968,7,26,3,8,2,2,0,0,3,8,5,6,11,0,0,2,2,5,8
Cedric Bozeman,198,93,"University of California, Los Angeles",1983,23,199,11,39,2,6,2,13,9,26,3,20,23,9,5,2,9,32,26
Cedric Ceballos,198,86,"California State University, Fullerton",1969,746,17687,4001,8085,1913,2539,304,1005,3697,7080,1463,2452,3915,867,532,229,1180,1336,10219
Cedric Henderson,203,95,University of Georgia,1965,276,6214,791,1813,319,444,6,43,785,1770,176,595,771,419,228,111,409,582,1907
Cedric Hunter,183,81,University of Kansas,1965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric Jackson,190,86,Cleveland State University,1986,24,148,12,40,14,24,2,12,10,28,4,12,16,28,6,4,22,14,40
Cedric Lewis,208,106,University of Maryland,1969,3,4,2,3,0,0,0,0,2,3,2,0,2,0,1,0,0,0,4
Cedric Maxwell,203,92,University of North Carolina at Charlotte,1955,366,8737,1101,2163,1394,1765,0,9,1101,2154,763,1152,1915,771,197,84,630,823,3596
Cedric Simmons,206,106,North Carolina State University,1986,107,876,85,210,30,85,0,0,85,210,66,109,175,16,14,41,38,107,200
Cezary Trybanski,218,108,NaN,1979,29,116,5,28,6,14,0,0,5,28,6,10,16,1,2,8,12,19,16
Chad Gallagher,208,115,Creighton University,1969,2,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,2,6
Chandler Parsons,208,104,University of Florida,1988,374,12005,1948,4177,587,826,603,1615,1345,2562,337,1468,1805,1086,371,135,587,764,5086
Channing Frye,211,115,University of Arizona,1983,871,19936,2936,6673,877,1066,1069,2747,1867,3926,786,3263,4049,877,462,550,796,2269,7818
Charles Barkley*,198,114,Auburn University,1963,1073,39330,8435,15605,6349,8643,538,2020,7897,13585,4260,8286,12546,4215,1648,888,3376,3287,23757
Charles Claxton,213,120,University of Georgia,1970,3,7,1,2,0,2,0,0,1,2,2,0,2,0,0,1,1,4,2
Charles Davis,188,72,Wake Forest University,1949,323,3847,729,1687,203,253,18,118,711,1569,282,471,753,246,95,38,236,507,1679
Charles Jenkins,190,99,Hofstra University,1989,169,1775,228,533,58,83,5,24,223,509,24,108,132,258,63,10,102,129,519
Charles Jones,206,97,Albany State University,1957,1042,18906,1262,2700,727,1172,59,194,1203,2506,1478,2821,4299,990,610,1331,803,2574,3310
Charles O'Bannon,196,94,"University of California, Los Angeles",1975,48,399,50,125,20,23,0,4,50,121,32,35,67,29,11,4,17,37,120
Charles Oakley,203,102,Virginia Union University,1963,1282,40280,4835,10263,2679,3522,68,269,4767,9994,3924,8281,12205,3217,1351,384,2785,4421,12417
Charles Pittman,203,99,University of Maryland,1958,137,2133,234,445,208,287,0,2,234,443,189,284,473,127,57,44,207,284,676
Charles Shackleford,208,102,North Carolina State University,1966,303,4614,698,1444,229,350,0,5,698,1439,497,951,1448,170,119,148,276,664,1625
Charles Smith,208,104,University of Pittsburgh,1965,908,21157,3678,7951,2352,3087,122,453,3556,7498,1412,2515,3927,1132,653,954,1328,2514,9830
Charles Thomas,190,79,Eastern Michigan University,1969,36,156,18,51,10,15,2,17,16,34,6,16,22,22,4,1,17,20,48
Charlie Bell,190,90,Michigan State University,1979,383,9412,1195,2902,384,499,438,1219,757,1683,182,637,819,859,303,31,367,753,3212
Charlie Criss,173,74,New Mexico State University,1948,4,115,7,17,4,6,0,2,7,15,2,12,14,22,3,0,11,5,18
Charlie Sitton,203,95,Oregon State University,1962,43,304,39,94,13,25,0,2,39,92,24,36,60,26,7,6,19,50,91
Charlie Villanueva,211,105,University of Connecticut,1984,656,13578,2652,6097,788,1021,716,2101,1936,3996,795,2224,3019,549,329,349,650,1453,6808
